2025-08-26 12:38:00.100 INFO  [http-nio-8080-exec-4] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:05.934 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:05] [req-11362744438035-6805] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 217 ms, Result: UserDTO(id=74, name=User_37899, email=user37899@example.com, password=$2a$10$6maPUG/oYTPf3FlY4K.EPuKJa.pa.5xN7quzzf/z.Ti.YQaNALN.6, phone=9000037899, image=null)
2025-08-26 12:38:05.934 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:05] [req-11362744438035-6805] [anonymous] [AuthController.create()] Exiting method - Duration: 217 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:05.934930384, status=success, message=Operation Success, data=UserDTO(id=74, name=User_37899, email=user37899@example.com, password=$2a$10$6maPUG/oYTPf3FlY4K.EPuKJa.pa.5xN7quzzf/z.Ti.YQaNALN.6, phone=9000037899, image=null)},[]>
2025-08-26 12:38:05.962 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:05.962 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:05.963 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:05.965 WARN  [http-nio-8080-exec-7] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:05.965 WARN  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:05.965 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:05] [req-11362993066933-1087] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_667372, email=user667372@example.com, password=password, phone=9000667372, image=null)]
2025-08-26 12:38:05.965 WARN  [http-nio-8080-exec-7] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:05.966 WARN  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:05.966 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:05] [req-11362993066933-1087] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_667372, email=user667372@example.com, password=password, phone=9000667372, image=null)]
2025-08-26 12:38:06.206 INFO  [http-nio-8080-exec-7] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:06.226 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:05] [req-11362993066933-1087] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 260 ms, Result: UserDTO(id=75, name=User_667372, email=user667372@example.com, password=$2a$10$xRu8lVq3WyMa.xzIH.uA8ucD4RK7T9adAHptVl8V8Nrjr2q9qpXiG, phone=9000667372, image=null)
2025-08-26 12:38:06.226 INFO  [http-nio-8080-exec-7] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:05] [req-11362993066933-1087] [anonymous] [AuthController.create()] Exiting method - Duration: 261 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:06.226857415, status=success, message=Operation Success, data=UserDTO(id=75, name=User_667372, email=user667372@example.com, password=$2a$10$xRu8lVq3WyMa.xzIH.uA8ucD4RK7T9adAHptVl8V8Nrjr2q9qpXiG, phone=9000667372, image=null)},[]>
2025-08-26 12:38:06.276 INFO  [http-nio-8080-exec-9] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:06.276 INFO  [http-nio-8080-exec-9] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:06.276 INFO  [http-nio-8080-exec-9] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:06.280 WARN  [http-nio-8080-exec-9] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:06.280 WARN  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:06.281 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363308121601-6751] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_999776, email=user999776@example.com, password=password, phone=9000999776, image=null)]
2025-08-26 12:38:06.281 WARN  [http-nio-8080-exec-9] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:06.282 WARN  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:06.282 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363308121601-6751] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_999776, email=user999776@example.com, password=password, phone=9000999776, image=null)]
2025-08-26 12:38:06.561 INFO  [http-nio-8080-exec-9] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:06.574 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363308121601-6751] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 292 ms, Result: UserDTO(id=76, name=User_999776, email=user999776@example.com, password=$2a$10$bLO2bnh7YyNB2rhBfooJeuqiW5pRf1IfK2kk3wZ0XqZc7JdICvT/u, phone=9000999776, image=null)
2025-08-26 12:38:06.574 INFO  [http-nio-8080-exec-9] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363308121601-6751] [anonymous] [AuthController.create()] Exiting method - Duration: 293 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:06.574486232, status=success, message=Operation Success, data=UserDTO(id=76, name=User_999776, email=user999776@example.com, password=$2a$10$bLO2bnh7YyNB2rhBfooJeuqiW5pRf1IfK2kk3wZ0XqZc7JdICvT/u, phone=9000999776, image=null)},[]>
2025-08-26 12:38:06.609 INFO  [http-nio-8080-exec-10] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:06.610 INFO  [http-nio-8080-exec-10] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:06.610 INFO  [http-nio-8080-exec-10] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:06.613 WARN  [http-nio-8080-exec-10] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:06.614 WARN  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:06.614 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363641539806-194] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_931468, email=user931468@example.com, password=password, phone=9000931468, image=null)]
2025-08-26 12:38:06.615 WARN  [http-nio-8080-exec-10] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:06.615 WARN  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:06.616 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363641539806-194] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_931468, email=user931468@example.com, password=password, phone=9000931468, image=null)]
2025-08-26 12:38:06.870 INFO  [http-nio-8080-exec-10] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:06.883 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363641539806-194] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 267 ms, Result: UserDTO(id=77, name=User_931468, email=user931468@example.com, password=$2a$10$v3WWR041CZW5pAc/usqIBOfBbJmJ5hniLbXvajtGDm8OPb1o3p6Ay, phone=9000931468, image=null)
2025-08-26 12:38:06.884 INFO  [http-nio-8080-exec-10] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363641539806-194] [anonymous] [AuthController.create()] Exiting method - Duration: 270 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:06.884119149, status=success, message=Operation Success, data=UserDTO(id=77, name=User_931468, email=user931468@example.com, password=$2a$10$v3WWR041CZW5pAc/usqIBOfBbJmJ5hniLbXvajtGDm8OPb1o3p6Ay, phone=9000931468, image=null)},[]>
2025-08-26 12:38:06.910 INFO  [http-nio-8080-exec-1] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:06.911 INFO  [http-nio-8080-exec-1] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:06.911 INFO  [http-nio-8080-exec-1] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:06.914 WARN  [http-nio-8080-exec-1] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:06.916 WARN  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:06.917 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363942377527-696] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_606928, email=user606928@example.com, password=password, phone=9000606928, image=null)]
2025-08-26 12:38:06.917 WARN  [http-nio-8080-exec-1] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:06.917 WARN  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:06.918 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363942377527-696] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_606928, email=user606928@example.com, password=password, phone=9000606928, image=null)]
2025-08-26 12:38:07.227 INFO  [http-nio-8080-exec-1] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:07.251 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363942377527-696] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 333 ms, Result: UserDTO(id=78, name=User_606928, email=user606928@example.com, password=$2a$10$S7mItOM.NmS88wrHtQ7f1eHKhWrODcdiWbDH.o6J6YOjnoIPPSou6, phone=9000606928, image=null)
2025-08-26 12:38:07.252 INFO  [http-nio-8080-exec-1] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:06] [req-11363942377527-696] [anonymous] [AuthController.create()] Exiting method - Duration: 335 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:07.252283262, status=success, message=Operation Success, data=UserDTO(id=78, name=User_606928, email=user606928@example.com, password=$2a$10$S7mItOM.NmS88wrHtQ7f1eHKhWrODcdiWbDH.o6J6YOjnoIPPSou6, phone=9000606928, image=null)},[]>
2025-08-26 12:38:07.299 INFO  [http-nio-8080-exec-2] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:07.300 INFO  [http-nio-8080-exec-2] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:07.300 INFO  [http-nio-8080-exec-2] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:07.303 WARN  [http-nio-8080-exec-2] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:07.304 WARN  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:07.304 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364331667902-6687] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_490983, email=user490983@example.com, password=password, phone=9000490983, image=null)]
2025-08-26 12:38:07.305 WARN  [http-nio-8080-exec-2] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:07.305 WARN  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:07.305 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364331667902-6687] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_490983, email=user490983@example.com, password=password, phone=9000490983, image=null)]
2025-08-26 12:38:07.566 INFO  [http-nio-8080-exec-2] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:07.579 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364331667902-6687] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 274 ms, Result: UserDTO(id=79, name=User_490983, email=user490983@example.com, password=$2a$10$K3rb1GVpSPbSWie5ugKl8.hqV.SIMgnJNrm8Yb6QRYvp0DhbV.eTu, phone=9000490983, image=null)
2025-08-26 12:38:07.580 INFO  [http-nio-8080-exec-2] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364331667902-6687] [anonymous] [AuthController.create()] Exiting method - Duration: 275 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:07.580286152, status=success, message=Operation Success, data=UserDTO(id=79, name=User_490983, email=user490983@example.com, password=$2a$10$K3rb1GVpSPbSWie5ugKl8.hqV.SIMgnJNrm8Yb6QRYvp0DhbV.eTu, phone=9000490983, image=null)},[]>
2025-08-26 12:38:07.617 INFO  [http-nio-8080-exec-3] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:07.618 INFO  [http-nio-8080-exec-3] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:07.619 INFO  [http-nio-8080-exec-3] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:07.624 WARN  [http-nio-8080-exec-3] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:07.624 WARN  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:07.624 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364651758344-9266] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_858368, email=user858368@example.com, password=password, phone=9000858368, image=null)]
2025-08-26 12:38:07.624 WARN  [http-nio-8080-exec-3] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:07.626 WARN  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:07.626 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364651758344-9266] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_858368, email=user858368@example.com, password=password, phone=9000858368, image=null)]
2025-08-26 12:38:07.872 INFO  [http-nio-8080-exec-3] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:07.886 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364651758344-9266] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 260 ms, Result: UserDTO(id=80, name=User_858368, email=user858368@example.com, password=$2a$10$G7sCEZOOCUJJXIMvCgmLYOAZiZYRoaF25H2roNg.cHZc3RxOIdZqW, phone=9000858368, image=null)
2025-08-26 12:38:07.886 INFO  [http-nio-8080-exec-3] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364651758344-9266] [anonymous] [AuthController.create()] Exiting method - Duration: 262 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:07.886712544, status=success, message=Operation Success, data=UserDTO(id=80, name=User_858368, email=user858368@example.com, password=$2a$10$G7sCEZOOCUJJXIMvCgmLYOAZiZYRoaF25H2roNg.cHZc3RxOIdZqW, phone=9000858368, image=null)},[]>
2025-08-26 12:38:07.921 INFO  [http-nio-8080-exec-4] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:07.921 INFO  [http-nio-8080-exec-4] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:07.921 INFO  [http-nio-8080-exec-4] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:07.924 WARN  [http-nio-8080-exec-4] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:07.925 WARN  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:07.925 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364952297919-2250] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_82514, email=user82514@example.com, password=password, phone=9000082514, image=null)]
2025-08-26 12:38:07.925 WARN  [http-nio-8080-exec-4] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:07.926 WARN  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:07.926 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364952297919-2250] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_82514, email=user82514@example.com, password=password, phone=9000082514, image=null)]
2025-08-26 12:38:08.174 INFO  [http-nio-8080-exec-4] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:08.190 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364952297919-2250] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 264 ms, Result: UserDTO(id=81, name=User_82514, email=user82514@example.com, password=$2a$10$3cPKQLEDF0iePvsyLrA9LOy7SapTUuW9ayzgyn/UGN9tobIFZu5EK, phone=9000082514, image=null)
2025-08-26 12:38:08.191 INFO  [http-nio-8080-exec-4] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:07] [req-11364952297919-2250] [anonymous] [AuthController.create()] Exiting method - Duration: 266 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:08.191109701, status=success, message=Operation Success, data=UserDTO(id=81, name=User_82514, email=user82514@example.com, password=$2a$10$3cPKQLEDF0iePvsyLrA9LOy7SapTUuW9ayzgyn/UGN9tobIFZu5EK, phone=9000082514, image=null)},[]>
2025-08-26 12:38:08.221 INFO  [http-nio-8080-exec-5] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:08.222 INFO  [http-nio-8080-exec-5] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:08.222 INFO  [http-nio-8080-exec-5] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:08.223 WARN  [http-nio-8080-exec-5] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:08.223 WARN  [http-nio-8080-exec-5] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:08.224 INFO  [http-nio-8080-exec-5] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365251400448-5291] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_647484, email=user647484@example.com, password=password, phone=9000647484, image=null)]
2025-08-26 12:38:08.224 WARN  [http-nio-8080-exec-5] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:08.224 WARN  [http-nio-8080-exec-5] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:08.224 INFO  [http-nio-8080-exec-5] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365251400448-5291] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_647484, email=user647484@example.com, password=password, phone=9000647484, image=null)]
2025-08-26 12:38:08.476 INFO  [http-nio-8080-exec-5] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:08.499 INFO  [http-nio-8080-exec-5] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365251400448-5291] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 275 ms, Result: UserDTO(id=82, name=User_647484, email=user647484@example.com, password=$2a$10$Ez.4GQdmlZL/ZiKAioju/e/USfgU2m1N3HH3t67CGQtW8cw8BWsfO, phone=9000647484, image=null)
2025-08-26 12:38:08.500 INFO  [http-nio-8080-exec-5] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365251400448-5291] [anonymous] [AuthController.create()] Exiting method - Duration: 276 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:08.500072708, status=success, message=Operation Success, data=UserDTO(id=82, name=User_647484, email=user647484@example.com, password=$2a$10$Ez.4GQdmlZL/ZiKAioju/e/USfgU2m1N3HH3t67CGQtW8cw8BWsfO, phone=9000647484, image=null)},[]>
2025-08-26 12:38:08.532 INFO  [http-nio-8080-exec-6] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:08.532 INFO  [http-nio-8080-exec-6] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:08.533 INFO  [http-nio-8080-exec-6] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:08.535 WARN  [http-nio-8080-exec-6] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:08.536 WARN  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:08.536 INFO  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365563508353-5689] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_639243, email=user639243@example.com, password=password, phone=9000639243, image=null)]
2025-08-26 12:38:08.536 WARN  [http-nio-8080-exec-6] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:08.536 WARN  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:08.536 INFO  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365563508353-5689] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_639243, email=user639243@example.com, password=password, phone=9000639243, image=null)]
2025-08-26 12:38:08.784 INFO  [http-nio-8080-exec-6] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:08.809 INFO  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365563508353-5689] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 272 ms, Result: UserDTO(id=83, name=User_639243, email=user639243@example.com, password=$2a$10$2akd8IdZruCBcB2Nj0Ey0.4N/PGK9NxSmDub48MDfUT049b2OrZvi, phone=9000639243, image=null)
2025-08-26 12:38:08.810 INFO  [http-nio-8080-exec-6] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365563508353-5689] [anonymous] [AuthController.create()] Exiting method - Duration: 274 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:08.810677450, status=success, message=Operation Success, data=UserDTO(id=83, name=User_639243, email=user639243@example.com, password=$2a$10$2akd8IdZruCBcB2Nj0Ey0.4N/PGK9NxSmDub48MDfUT049b2OrZvi, phone=9000639243, image=null)},[]>
2025-08-26 12:38:08.844 INFO  [http-nio-8080-exec-8] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:08.844 INFO  [http-nio-8080-exec-8] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
2025-08-26 12:38:08.845 INFO  [http-nio-8080-exec-8] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution End
2025-08-26 12:38:08.847 WARN  [http-nio-8080-exec-8] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:08.847 WARN  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:08.847 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365875122429-2376] [anonymous] [AuthController.create()] Entering method - Args: [UserDTO(id=0, name=User_700533, email=user700533@example.com, password=password, phone=9000700533, image=null)]
2025-08-26 12:38:08.848 WARN  [http-nio-8080-exec-8] com.farmflow.util.CommonUtil - No authenticated user found, returning null.
2025-08-26 12:38:08.848 WARN  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - No authenticated user found, falling back to anonymous.
2025-08-26 12:38:08.848 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365875122429-2376] [anonymous] [AuthServiceImpl.createUser()] Entering method - Args: [UserDTO(id=0, name=User_700533, email=user700533@example.com, password=password, phone=9000700533, image=null)]
2025-08-26 12:38:09.097 INFO  [http-nio-8080-exec-8] c.farmflow.config.AuditAwareConfig - AuditAwareConfig : getCurrentAuditor()
2025-08-26 12:38:09.120 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365875122429-2376] [anonymous] [AuthServiceImpl.createUser()] Exiting method - Duration: 272 ms, Result: UserDTO(id=84, name=User_700533, email=user700533@example.com, password=$2a$10$8qcGsGilmxB5c5.KGDb3Qu0ZBXXvHpcUl9hHBRRKfNf7sQXF7z576, phone=9000700533, image=null)
2025-08-26 12:38:09.120 INFO  [http-nio-8080-exec-8] com.farmflow.aspect.LoggingAspect - [2025-08-26 12:38:08] [req-11365875122429-2376] [anonymous] [AuthController.create()] Exiting method - Duration: 272 ms, Result: <201 CREATED Created,{timestamp=2025-08-26T12:38:09.120912976, status=success, message=Operation Success, data=UserDTO(id=84, name=User_700533, email=user700533@example.com, password=$2a$10$8qcGsGilmxB5c5.KGDb3Qu0ZBXXvHpcUl9hHBRRKfNf7sQXF7z576, phone=9000700533, image=null)},[]>
2025-08-26 12:38:09.164 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - JwtFilter : doFilterInternal() : Execution Start
2025-08-26 12:38:09.165 INFO  [http-nio-8080-exec-7] c.farmflow.config.security.JwtFilter - Message :/api/v1/auth
